,artist,song_name,spotify_track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,release_year,tracks_popularity
1108,Elton John,Hold Me Closer,72yP0DUlWPyH8P7IoxskwN,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,202246,4,2022,85
1109,Benson Boone,In The Stars,1ei3hzQmrgealgRKFxIcWn,0.362,0.54,10,-6.031,1,0.0528,0.338,0.0,0.139,0.3,78.007,216410,3,2022,85
1110,Maroon 5,Memories,4cktbXiXOapiLBMprHFErI,0.775,0.327,11,-7.241,1,0.0557,0.841,0.0,0.0821,0.595,91.05,189486,4,2021,86
1111,"Tyler, The Creator",SWEET / I THOUGHT YOU WANTED TO DANCE (feat. Brent Faiyaz & Fana Hues),3EG9FJ0ToLfgnc1IG2Z1wz,0.468,0.652,0,-4.912,1,0.0722,0.333,0.000318,0.55,0.39,140.223,588139,4,2021,77
1112,Montell Fish,Fall in Love with You.,4kJT7Yj6Za01KfKHjb7mZE,0.538,0.0203,4,-23.163,1,0.0437,0.92,0.019,0.104,0.103,121.447,132000,3,2022,80
1113,Julia Michaels,What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,173307,4,2019,82
1114,Lil Tecca,LOT OF ME,2ZXxRC6V6AXzMdbLQZMHSB,0.704,0.537,0,-8.565,1,0.302,0.223,0.0,0.122,0.7,77.444,123871,4,2021,76
1115,Metro Boomin,Lock On Me (with Travis Scott & Future),0OoNzMdPSgbkM5MkcuEZfm,0.746,0.497,10,-8.313,1,0.227,0.511,2.2e-05,0.0988,0.169,93.971,174707,4,2022,78
1116,Fuerza Regida,Me Acostumbre A Lo Bueno,1hHnCReCPe1FUkGLTeuCaC,0.715,0.739,6,-3.779,0,0.041,0.578,0.0,0.0887,0.963,101.611,140984,3,2021,81
1117,Gunna,Banking On Me,7Fege3yv4dvehB3NdRBGwI,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,200000,4,2022,76
1118,Harry Styles,Love Of My Life,1mw0RgNXIpYRyyCdBQbLgA,0.555,0.536,7,-8.233,1,0.0452,0.669,0.0,0.0623,0.203,118.057,191638,4,2022,81
1119,IShowSpeed,World Cup,22TFAU0e7WHAQFGzwneu1e,0.41,0.82,1,-4.252,1,0.376,0.181,0.0,0.679,0.303,81.202,256706,3,2022,81
1120,Polo G,Chosen 1,40QrLHWdsxyXLAdjJG4Rxs,0.77,0.576,8,-11.845,0,0.339,0.138,0.0,0.08,0.364,166.162,127200,4,2019,78
1121,Roddy Ricch,Twin (feat. Lil Durk),5B40Td13cDQ4adeAiLf8Z4,0.785,0.609,11,-8.623,0,0.186,0.031,5.47e-05,0.096,0.326,83.962,148855,4,2022,76
1122,Jack Harlow,Dua Lipa,0LnS7aOdOdI1dNKZqdOLz4,0.833,0.652,11,-6.942,1,0.0762,0.00161,0.0985,0.106,0.405,158.022,135053,4,2022,78
1123,Josh Abbott Band,Settle Me Down,3CYpmhtAu6DCAwfkYB2mQ9,0.302,0.522,4,-6.737,1,0.0356,0.724,9.46e-06,0.107,0.49,73.369,177083,3,2020,74
1124,Cian Ducrot,I'll Be Waiting,3fqBhOtYA62A5D20j8OaQY,0.514,0.651,1,-4.039,1,0.043,0.349,0.0,0.0776,0.525,155.913,172547,4,2022,85
1125,Eem Triplin,AWKWARD FREESTYLE,2ISyz9DRGEMrJN77ge3hi2,0.646,0.465,5,-10.486,0,0.436,0.152,0.0,0.194,0.198,157.919,127765,4,2022,74
1126,Bad Bunny,Si Veo a Tu Mamá,41wtwzCZkXwpnakmwJ239F,0.9,0.603,2,-5.313,1,0.0646,0.402,4.81e-06,0.134,0.824,129.928,170972,4,2020,84
1127,Tory Lanez,Broke In A Minute,4xqIYGwwZTEem9U8A42SPF,0.929,0.7,0,-5.595,0,0.0906,0.144,0.0,0.349,0.802,120.009,132024,4,2020,76
1128,Lizzo,About Damn Time,6HMtHNpW6YPi1hrw9tgF8P,0.836,0.743,10,-6.305,0,0.0653,0.0974,0.0,0.335,0.723,108.965,191938,4,2022,81
1129,Bad Bunny,Yo No Soy Celoso,5kVZxyMY1gfdCLiChsfjn1,0.872,0.588,0,-6.276,1,0.0492,0.275,0.0,0.17,0.93,142.004,230704,4,2022,83
1130,Ken Carson,Yale,0HTIrbUwwFn984RzVZm5Fk,0.728,0.442,1,-10.095,1,0.0565,0.000487,8.21e-06,0.149,0.441,142.025,106536,4,2020,77
1131,Giveon,Like I Want You,6qBFSepqLCuh5tehehc1bd,0.678,0.355,10,-7.757,0,0.0627,0.759,7.06e-05,0.114,0.438,119.772,260776,3,2020,78
1132,Bakar,Hell N Back,3NRql0A1Ef4RCvT473iqgD,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,213573,4,2019,78
1133,Los Gemelos De Sinaloa,No Le Aflojo,7ifMxHITc3NIipJO4R5NGb,0.698,0.687,5,-4.115,0,0.0501,0.195,0.0,0.0829,0.773,116.765,202876,4,2022,79
1134,Baby Keem,trademark usa,15hJmqqEtASVXl6sM7i4UF,0.615,0.6,10,-5.62,1,0.27,0.107,1.61e-06,0.283,0.0661,130.027,270671,4,2021,75
1135,Jhayco,CÓMO SE SIENTE - Remix,2tFwfmceQa1Y6nRPhYbEtC,0.807,0.606,3,-8.871,0,0.088,0.0946,0.0,0.119,0.304,92.988,227520,4,2020,82
1136,Harry Styles,Grapejuice,4j6kId9QIqhoXvqHKgSKa0,0.645,0.721,5,-4.394,1,0.0336,0.357,0.143,0.204,0.88,182.928,191959,4,2022,79
1137,Billie Eilish,Happier Than Ever - Edit,32BeYxKPrig1LefHsC0Xuo,0.334,0.599,0,-5.742,1,0.0365,0.0468,0.000392,0.205,0.127,161.74,151444,3,2021,82
1138,Sabrina Carpenter,A Nonsense Christmas,7yogx3TwxGwSxO2QITsT2q,0.722,0.75,8,-4.051,1,0.0445,0.00768,0.0,0.128,0.57,139.019,153100,4,2022,76
1139,Isabel LaRosa,i'm yours sped up,4sFGNz4MYpGoz53ZGCwsiE,0.39,0.752,7,-7.581,0,0.19,0.108,0.00308,0.555,0.637,128.926,127781,1,2022,84
1140,Chelsea Cutler,Men On The Moon,164LL9rTyEZ6DF0KMgXxsJ,0.552,0.517,8,-7.906,1,0.0245,0.0211,0.00612,0.152,0.105,79.512,220798,4,2022,77
1141,Connor Price,Violet,3zb9k8UUuKz5tYmKJvNqQA,0.924,0.716,8,-7.158,0,0.0541,0.0177,1.15e-06,0.128,0.48,119.973,122880,4,2022,79
1142,Harry Styles,Golden,45S5WTQEGOB1VHr1Q4FuPl,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4,2019,82
1143,21 Savage,Immortal,4IO8X9W69dIQe0EC5ALXhq,0.741,0.87,6,-3.494,0,0.503,0.00813,0.0,0.114,0.663,184.194,254723,4,2019,75
1144,Tame Impala,Borderline,5hM5arv9KDbCHS0k9uqwjr,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,237800,4,2020,79
1145,Bad Bunny,Andrea,44XjoNvtwevktFKjvVe1vH,0.797,0.616,1,-10.229,0,0.375,0.762,0.000293,0.0979,0.451,103.071,339612,4,2022,84
1146,Gwen Stefani,You Make It Feel Like Christmas (with Blake Shelton),3SjaE7SExrVnRZi45KXT3O,0.635,0.87,2,-4.291,0,0.04,0.0152,0.0,0.118,0.912,92.999,156773,4,2020,74
1147,Junior H,Vamos Para Arriba,7cZoAjj5vufdREBJZGW2lH,0.699,0.51,5,-7.153,0,0.0352,0.498,0.0,0.22,0.625,98.07,172227,3,2022,83
1148,Chris Lane,Dancin' In The Moonlight (feat. Lauren Alaina),0pnKcAh5binHOP9HexWwnZ,0.589,0.829,8,-4.861,0,0.0332,0.0196,0.0,0.128,0.563,121.998,199000,4,2022,74
1149,Yeat,Sorry Bout That,4VHkjPgAis9JNfc1URn7zZ,0.73,0.643,6,-7.811,0,0.0984,8.47e-05,0.0,0.203,0.492,141.961,186018,4,2021,77
1150,Ivan Cornejo,Tatuajes - Deluxe,2b4YJ0j60w3YPIFot0oodu,0.621,0.256,5,-11.78,1,0.0282,0.844,0.000352,0.138,0.205,130.123,198000,4,2022,73
1151,The Strokes,The Adults Are Talking,5ruzrDWcT0vuJIOMW7gMnW,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,309053,4,2020,79
1152,Nas,"One Mic, One Gun",7CpXFEjLntpr4GdOhTtFEv,0.756,0.916,1,-2.692,1,0.207,0.0351,0.0,0.241,0.458,149.961,169693,4,2022,76
1153,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,0.741,0.691,10,-7.395,0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353,4,2021,82
1154,Ava Max,Christmas Without You,1QLZKzC2pjP4ySf4ALrNhm,0.654,0.596,1,-4.68,1,0.0458,0.424,0.0,0.11,0.382,118.078,169245,4,2020,81
1155,Atlus,You're a Fucking Bitch Hope You Know That Shit,06q3sUgkq2k7uhdsi1fczX,0.79,0.66,1,-5.677,0,0.248,0.399,0.0,0.104,0.652,143.904,163156,4,2021,74
1156,Doja Cat,Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,208867,4,2021,82
1157,Yeat,Talk,0ypjMI7vHiDP4sLB1C0Qna,0.698,0.763,4,-4.718,0,0.229,0.0845,0.0,0.54,0.256,139.998,174857,4,2022,75
1158,DaBaby,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977,181733,4,2020,80
1159,Conan Gray,Family Line,0iNZGC211wst3VjtobNnC5,0.326,0.397,6,-8.145,1,0.0461,0.619,0.0,0.0979,0.276,153.713,216095,3,2022,80
1160,$hyfromdatre,6000 Degrees (AH HA),5no1uAP51SFQzZqITUxsfG,0.918,0.517,2,-7.085,1,0.156,0.0365,0.0,0.0998,0.158,131.983,102873,4,2022,75
1161,Taylor Swift,The Way I Loved You (Taylor’s Version),22bPsP2jCgbLUvh82U0Z3M,0.402,0.732,5,-4.665,1,0.0484,0.0033,0.0,0.108,0.472,161.032,243137,4,2021,81
1162,21 Savage,Mr. Right Now (feat. Drake),4Q34FP1AT7GEl9oLgNtiWj,0.647,0.667,5,-5.563,1,0.304,0.231,0.0,0.133,0.704,172.08,193839,4,2020,75
1163,Brett Young,You Didn’t,5Jwcv2Le3Klwgrgyqa12ZA,0.623,0.466,11,-7.6,1,0.0265,0.0421,1.45e-06,0.0996,0.272,81.98,225813,3,2021,74
1164,Dayglow,Can I Call You Tonight?,61OJxhoY3Ix50rYVKo8zRK,0.641,0.842,9,-7.27,1,0.0292,0.134,0.911,0.419,0.499,129.978,278769,4,2019,80
1165,Destroy Lonely,NOSTYLIST,42tD9J0KCPFSc1d2hFTvAf,0.567,0.773,11,-5.166,0,0.0775,0.0396,0.0,0.111,0.496,160.08,180000,4,2022,76
1166,Lewis Capaldi,Pointless,4JBiO7wRnE6ueszEUpo347,0.325,0.59,4,-3.943,1,0.0495,0.0686,0.0,0.104,0.278,180.449,235752,3,2022,84
1167,Riovaz,Prom Night,7KhJdiu4zbPlhlImRLIyDl,0.813,0.608,7,-9.918,1,0.169,0.355,8.56e-06,0.0963,0.0512,149.251,145899,4,2020,75
1168,Glass Animals,Heat Waves,6CDzDgIUqeDY5g8ujExx2f,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4,2020,84
1169,Zach Bryan,November Air,0u9NVrPqUINrHIFCuPOnYm,0.429,0.197,3,-9.798,1,0.032,0.774,3.02e-06,0.146,0.197,128.49,243709,4,2020,73
1170,Natanael Cano,AMG,1lRtH4FszTrwwlK5gTSbXO,0.772,0.73,11,-6.657,0,0.0972,0.152,0.000107,0.274,0.786,136.175,174943,3,2022,87
1171,1nonly,Stay With Me,2WYs5LxOZfEyURXu7V0O1a,0.684,0.844,9,-7.649,1,0.335,0.302,0.0,0.374,0.335,126.677,141505,5,2020,80
1172,Bad Bunny,El Apagón,0UvZcEfpzVyx47QsRbjyBz,0.629,0.698,8,-4.485,1,0.308,0.0509,0.00166,0.0909,0.599,117.765,201816,4,2022,81
1173,Shakira,Te Felicito,2rurDawMfoKP4uHyb2kJBt,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,172235,4,2022,89
1174,Måneskin,THE LONELIEST,1Ame8XTX6QHY0l0ahqUhgv,0.519,0.595,2,-5.001,1,0.0283,0.00151,0.0,0.0762,0.237,129.786,247067,4,2022,88
1175,Baby Keem,lost souls (with Brent Faiyaz),02rdXe0KhMe8p6ZHzYtuw0,0.649,0.347,1,-7.67,0,0.404,0.485,3.24e-05,0.154,0.176,169.994,269728,4,2021,77
1176,Taylor Swift,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4,2020,80
1177,$uicideboy$,BUCKHEAD,5dol1hrERJOReznLRJ2VVQ,0.759,0.833,11,-5.01,1,0.0779,0.00026,0.0573,0.178,0.522,140.026,183919,4,2022,74
1178,Hozier,Would That I,37zuIvk4KBkAxxLJsxJaHq,0.521,0.526,5,-6.032,1,0.0281,0.243,0.00537,0.108,0.502,130.694,268293,4,2019,73
1179,Fuerza Regida,911 - En Vivo,1O0IFR3MYqgQbziKTCf0X4,0.641,0.517,0,-5.472,1,0.0673,0.528,0.0,0.136,0.642,127.902,175424,4,2022,80
1180,Elle King,Drunk (And I Don't Wanna Go Home),0QULNNd9z5s35entfiiXoa,0.612,0.884,5,-4.4,1,0.0459,0.00516,0.0,0.0997,0.626,119.991,245626,4,2021,74
1181,TWICE,Talk that Talk,0RDqNCRBGrSegk16Avfzuq,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973,177467,4,2022,83
1182,XXXTENTACION,Riot,4aOOExMBUyxKnEYb39SrTg,0.509,0.542,3,-8.027,0,0.442,0.019,0.00639,0.23,0.151,97.767,78681,4,2020,77
1183,Juice WRLD,Already Dead,1hB3M3POeKMLxcEFEvPeqU,0.744,0.495,1,-6.311,1,0.0634,0.0216,0.0,0.111,0.128,83.51,231221,4,2022,76
1184,Juice WRLD,Stay High,21CkzgKCBCq5V4XKjiGSIj,0.745,0.5,8,-6.184,1,0.135,0.439,0.0,0.0943,0.433,76.968,168685,4,2020,76
1185,Polo G,Flex (feat. Juice WRLD),2QqJTIlGKRLJC3onkavYEz,0.752,0.673,10,-5.792,0,0.153,0.0538,0.0,0.133,0.35,164.009,163902,4,2020,75
1186,Drake,Champagne Poetry,2HSmyk2qMN8WQjuGhaQgCk,0.423,0.667,6,-7.012,0,0.326,0.758,0.0,0.246,0.496,86.743,336511,4,2021,77
1187,Los Gemelos De Sinaloa,Andamos Mejor,3K56RPWS4q200IwHiIZcUD,0.855,0.59,9,-8.55,1,0.0751,0.28,0.0982,0.149,0.283,110.016,137184,4,2022,80
1188,Lizzo,2 Be Loved (Am I Ready),2rmwqU7yzTvzkiaRV53DpT,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,187108,4,2022,82
1189,Zach Bryan,From Austin,6k07Z7rd9og1FvRJD2n9E8,0.5,0.485,0,-7.94,1,0.0422,0.633,1.26e-06,0.107,0.379,109.755,207453,4,2022,73
1190,Selena Gomez,My Mind & Me,0XER3HPMx223xWaAgNKp4Y,0.6,0.389,9,-5.727,1,0.0337,0.566,0.0,0.0826,0.244,143.577,147597,4,2022,82
1191,Maddie & Tae,Every Night Every Morning,4qbibbQ1yK0rPl0JUJS0bz,0.618,0.75,7,-4.608,1,0.0287,0.00799,0.0,0.141,0.619,123.885,196890,4,2022,74
1192,Stephen Sanchez,Until I Found You,6VhuP99TE6gYNQRJIlAWFD,0.346,0.5,10,-6.097,1,0.0388,0.757,0.0,0.189,0.191,202.466,176667,3,2022,83
1193,Nardo Wick,Me or Sum (feat. Future & Lil Baby),2HHLfzE7PkljuqyYU4vwmh,0.534,0.573,1,-6.757,1,0.414,0.00926,0.0,0.136,0.373,160.333,225533,4,2021,73
1194,Ozuna,Hey Mor,6Rpbzk2LC8xWZI93RyodAq,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600,4,2022,88
1195,Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),6MF4tRr5lU8qok8IKaFOBE,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,202040,4,2019,74
1196,Lizzy McAlpine,ceilings,2L9N0zZnd37dwF0clgxMGI,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,182888,3,2022,78
1197,Beach Bunny,Cloud 9,6vFsBXYczYsP0H3lgunZOm,0.637,0.929,4,-3.593,1,0.0491,0.00167,2.62e-05,0.344,0.902,80.974,147351,4,2020,79
1198,Alec Benjamin,Devil Doesn’t Bargain,1zu2GKHPJIsUu80SUJX4H4,0.448,0.606,3,-4.565,1,0.0609,0.577,0.0,0.217,0.483,121.15,163613,4,2022,79
1199,Jason Aldean,That's What Tequila Does,6kCFt2ATuMIE5H9zVEJXei,0.522,0.801,5,-5.424,1,0.1,0.224,0.0,0.301,0.491,155.928,189307,3,2021,73
1200,Noah Kahan,Northern Attitude,4O2rRsoSPb5aN7N3tG6Y3v,0.512,0.636,3,-8.087,1,0.0469,0.113,3.8e-05,0.104,0.312,121.431,267256,4,2022,74
1201,Bad Bunny,Un Verano Sin Ti,18HOjcvTVV7W8YzBuOsAPS,0.503,0.496,5,-9.123,0,0.0556,0.693,0.0,0.123,0.412,187.844,148143,4,2022,83
1202,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),4eNOLmx8r2IJAVKvBBL1jv,0.808,0.639,1,-7.266,0,0.279,0.0802,0.0,0.15,0.395,118.0,144349,4,2021,76
1203,Lee Brice,Soul,3vCUelLOtiuNF78p9LNWZF,0.789,0.642,11,-8.304,1,0.0352,0.357,0.0,0.0985,0.755,121.003,167680,4,2020,74
1204,Conan Gray,People Watching,3TFoEJe5zNuHZStRboWPxg,0.53,0.592,5,-7.281,1,0.0534,0.381,0.0,0.294,0.544,125.721,158537,4,2022,79
1205,G Herbo,PTSD,1C8ux1YWLMHCenYJFiIV4Z,0.883,0.808,1,-3.158,0,0.182,0.0313,0.0,0.207,0.806,119.01,232065,4,2020,74
1206,Ice Spice,Munch (Feelin’ U),1jOgJN75btuUONIdf57vHz,0.811,0.528,11,-7.278,0,0.275,0.291,0.0,0.0787,0.635,166.084,104819,4,2022,77
1207,Kodak Black,Love & War,293mQGfVwgXIOdA1GpiwAt,0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,239146,4,2022,75
1208,Juice WRLD,Righteous,5dOxHHMOFAbG3VH23t0xNm,0.706,0.625,0,-7.426,1,0.0314,0.0417,0.0,0.129,0.225,142.948,242181,4,2020,76
1209,Dustin Lynch,Thinking 'Bout You (feat. MacKenzie Porter),4wBjKhJx6JnGoNJfJs24pd,0.403,0.711,8,-4.189,1,0.0569,0.137,0.0,0.109,0.801,203.803,170560,4,2022,74
1210,Joji,Feeling Like The End,1abwytAhbWeHrbsA9eODOy,0.794,0.668,2,-7.689,1,0.0646,0.299,0.00104,0.0899,0.632,148.016,102480,4,2022,78
1211,Noah Kahan,All My Love,7ByxizhA4GgEf7Sxomxhze,0.637,0.651,2,-7.089,1,0.0521,0.32,0.0,0.0938,0.485,115.926,251511,4,2022,73
1212,Playboi Carti,New Tank,4txKMpsSfZRV6durPuHVq0,0.819,0.638,10,-4.831,0,0.226,0.031,0.000116,0.152,0.167,150.993,89741,4,2020,76
1213,Faye Webster,Kingston,5WbfFTuIldjL9x7W6y5l7R,0.73,0.355,10,-9.13,0,0.0359,0.154,0.00155,0.117,0.56,142.143,202653,4,2019,74
1214,$uicideboy$,Sorry for the Delay,49YpGS0rVcRLtiDvx5JQyp,0.787,0.889,2,-3.125,1,0.128,0.00951,0.000322,0.652,0.677,156.027,172400,4,2022,74
1215,Fuerza Regida,Ch y la Pizza,1ySH55O0zbQBR77q8wQEyn,0.661,0.6,8,-4.495,1,0.125,0.401,0.0,0.141,0.848,148.666,136913,3,2022,84
1216,Kendrick Lamar,Count Me Out,6BU1RZexmvJcBjgagVVt3M,0.776,0.431,4,-7.544,0,0.091,0.671,0.0,0.153,0.495,133.999,283642,4,2022,78
1217,Grupo Firme,Calidad,0uBcoM4zxRXk7kmsmxoiFS,0.731,0.491,0,-3.116,1,0.029,0.609,0.0,0.262,0.781,132.891,170053,3,2022,85
1218,Harry Styles,Daydreaming,69w5X6uTrOaWM32IetSzvO,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971,187342,4,2022,79
1219,Hitkidd,F.N.F. (Let's Go),1vrFJDrysqmsNAgyjBzx4f,0.864,0.476,1,-10.068,1,0.436,0.0374,0.0,0.374,0.647,157.144,137580,4,2022,73
1220,Leah Kate,10 Things I Hate About You,6Jkm5kUldvIqxzI1Pa7nXH,0.544,0.786,8,-2.97,1,0.0501,0.00991,0.0,0.169,0.446,153.967,157138,4,2022,78
1221,Olivia Rodrigo,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,163587,4,2021,79
1222,XXXTENTACION,bad vibes forever,03eJ2DclFWXYU8GWgANdmZ,0.8,0.526,8,-5.153,1,0.0716,0.334,0.00174,0.0571,0.746,129.874,150475,4,2019,77
1223,NLE Choppa,Slut Me Out,5BmB3OaQyYXCqRyN8iR2Yi,0.938,0.606,6,-6.396,0,0.419,0.117,0.0,0.528,0.706,121.108,123673,4,2022,74
1224,Drake,I Guess It’s Fuck Me,31bsuKDOzFGzBAoXxtnAJm,0.385,0.34,7,-11.754,1,0.051,0.499,1.2e-05,0.196,0.0398,83.947,263988,4,2022,75
1225,Zach Bryan,Snow,6K4336phprB3Mj8qwYxibR,0.557,0.0736,1,-15.741,1,0.0568,0.806,0.0,0.099,0.196,155.294,178573,4,2019,72
1226,The Neighbourhood,Pretty Boy,7IL8PSVwLOJxqYne6azxQv,0.578,0.386,6,-11.464,1,0.0278,0.208,0.0453,0.307,0.569,154.902,234093,4,2020,78
1227,The Weeknd,Less Than Zero,2D4dV2KXDTszzJ3p3cFqhA,0.535,0.791,0,-5.55,1,0.0327,0.00096,0.000155,0.0788,0.5,142.981,211814,4,2022,80
1228,Lil Baby,Forever (feat. Fridayy),1T4k0sw0HldDg004Kw4Oct,0.462,0.251,4,-12.072,0,0.159,0.414,0.0,0.201,0.137,89.705,167977,3,2022,75
1229,YoungBoy Never Broke Again,Nevada,2cEnKRR4dYBB2VA1mjlb1z,0.777,0.59,0,-8.741,0,0.286,0.397,0.0,0.169,0.238,147.978,155738,4,2021,73
1230,NewJeans,Cookie,2DwUdMJ5uxv20EhAildreg,0.847,0.638,0,-3.764,1,0.0575,0.0596,0.0,0.0894,0.661,156.935,235562,4,2022,84
1231,Stevie Wonder,Someday At Christmas,2X5noCM9Klrm4zXfyyPdRN,0.33,0.44,5,-9.858,1,0.0296,0.603,0.0,0.481,0.228,98.567,168413,4,2019,75
1232,Pentatonix,Kid On Christmas (feat. Meghan Trainor),5glU2EWqa5hpYqGPboSNjV,0.419,0.817,2,-4.704,1,0.0468,0.0243,0.0,0.251,0.317,78.107,202600,4,2022,76
1233,Rod Wave,Alone,5ie5OPdaP9fivYaKcjwKF1,0.596,0.545,3,-6.911,0,0.0368,0.703,0.0,0.0811,0.0923,82.07,191159,4,2022,72
1234,Bad Bunny,TE MUDASTE,5RubKOuDoPn5Kj5TLVxSxY,0.811,0.637,10,-4.835,0,0.0591,0.234,0.000572,0.118,0.471,92.025,130014,4,2020,83
1235,Ivan Cornejo,Ya Te Perdí - Deluxe,4Nvm7kFymlxLeF5Qd69nuB,0.55,0.352,8,-9.236,1,0.0272,0.469,7.48e-05,0.119,0.169,123.794,264300,4,2022,73
1236,Stephen Dawes,Teenage Dream,3Y2MvObZdPakD1X71KOxCD,0.615,0.361,10,-9.57,1,0.028,0.38,0.0,0.0844,0.244,111.991,177857,4,2022,83
1237,Montell Fish,Hotel,0JzG1wJuB4v9UPkSE7LMXi,0.228,0.427,0,-8.739,0,0.0363,0.752,0.0167,0.592,0.192,180.345,197333,4,2022,79
1238,Stray Kids,CASE 143,3O8G8eVrhfXTGttyQ1xVuq,0.812,0.89,6,-2.661,0,0.209,0.0961,0.0,0.0222,0.69,100.006,191965,4,2022,82
1239,Steve Lacy,Bad Habit - Sped Up,4i7HqWsN7iJzsXpsW5h1nb,0.709,0.679,9,-4.828,1,0.0588,0.808,4.61e-05,0.428,0.852,102.653,191336,4,2022,80
1240,Bad Bunny,Dos Mil 16,4d4ZXH4dr5bYfgErHiZCX2,0.817,0.67,1,-6.534,1,0.0506,0.123,1.92e-06,0.128,0.495,130.058,208615,3,2022,84
1241,hemlocke springs,girlfriend,0Dl965SLJGi9bB0SrvtPRx,0.763,0.759,11,-3.925,0,0.0906,0.218,4.24e-05,0.0724,0.964,146.006,133151,4,2022,75
1242,HARDY,TRUCK BED,73NzYbpaYvQ7JfpjztFESL,0.662,0.77,0,-4.887,1,0.0367,0.0875,0.0,0.35,0.769,132.057,167535,4,2022,72
1243,Kanye West,Praise God,0WSEq9Ko4kFPt8yo3ICd6T,0.798,0.545,1,-6.466,1,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653,4,2021,79
1244,Drake,What’s Next,3aQem4jVGdhtg116TmJnHz,0.781,0.594,0,-6.959,0,0.0485,0.0136,0.0,0.162,0.0628,129.895,178154,4,2021,76
1245,Dan + Shay,Take Me Home For Christmas,72HP2M4jjw4t0AIGdEVGEF,0.694,0.769,6,-4.665,1,0.0325,0.163,0.0,0.0976,0.663,93.033,203880,4,2020,75
1246,Beyoncé,ALIEN SUPERSTAR,1Hohk6AufHZOrrhMXZppax,0.545,0.641,10,-6.398,0,0.0998,0.00453,6.59e-05,0.171,0.464,121.892,215460,4,2022,80
1247,Lewis Capaldi,Bruises,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4,-7.83,1,0.0677,0.946,0.0,0.186,0.361,111.202,220492,4,2019,81
1248,Falling In Reverse,Popular Monster,4GssB27iJeqmfGxS94Tfij,0.461,0.897,3,-3.982,0,0.092,0.00821,0.0,0.0965,0.358,165.107,220537,4,2019,76
1249,Morgan Wallen,Bandaid On A Bullet Hole,1RvoRAL612adAVrPUoAMHR,0.543,0.48,2,-6.745,1,0.0301,0.794,0.0,0.119,0.391,154.78,234333,3,2021,72
1250,Scotty McCreery,It Matters To Her,4aSRUXfKuBbmje0eXNukuL,0.516,0.752,7,-5.09,1,0.0333,0.00528,3.78e-05,0.251,0.482,105.007,171880,4,2021,73
1251,$uicideboy$,Center Core Never More,67IECOggWzBnCERhbOlTRp,0.655,0.782,8,-6.825,1,0.392,0.0105,0.00367,0.12,0.372,167.003,164723,4,2022,73
1252,Juice WRLD,Sometimes,3i6sCTU7ENlnHpHvrHUitW,0.674,0.58,8,-4.866,1,0.0311,0.0609,0.0,0.159,0.0759,121.987,259672,4,2022,75
1253,OneRepublic,Sunshine,5r43qanLhUCdBj8HN3fa6B,0.697,0.875,5,-4.621,1,0.034,0.137,0.0,0.28,0.774,140.069,163855,4,2021,83
