,artist,song_name,spotify_track_id
1363,SleazyWorld Go,Sleazy Flow (with Lil Baby) - Remix,5cx7vkF8BQ0iOsVpfvZbnz
1364,Megan Thee Stallion,Her,5hHvFrMnwic82WwRLr4WY0
1365,YBN Nahmir,Opp Stoppa,4l8CIibQf8cVk5BcrquSiD
1366,$uicideboy$,Ugliest,2Q9nA56DKKJhj4cHMbHlAS
1367,Carin Leon,La Boda Del Huitlacoche - Live,1Tcm4Qi0lbzXofH11MIzJs
1368,Dove Cameron,Breakfast,6GUiIbJ834FcHewby3PwV0
1369,Trippie Redd,Miss The Rage (feat. Playboi Carti),2BITQ360Knh6qNAOqR7Dyq
1370,Money Man,24 (feat. Lil Baby),0xUvi7wldroBzaZCengPa5
1371,Nature Of Sweden,Slumber Rain,2pUhY7tWx8egpw2qn84iSi
1372,Playboi Carti,Stop Breathing,2lLG56qpLP3UbcLuzMvkWX
1373,Bad Bunny,Agosto,0wihfILRNOwE2156Shezc8
1374,Post Malone,Cooped Up / Return Of The Mack,6Ole34qqbgkZ60IyrcVm7e
1375,Thundercat,Funny Thing,1c5CllrZr45UBhWpIqM332
1376,Lil Uzi Vert,Sanguine Paradise,3XiNC94b4Tq1xwv70sQJGN
1377,Eric Church,Doing Life With Me,57YkkgxAiusJPMtiSG3w3c
1378,HIXTAPE,"Turn You Down (HARDY feat. Morgan Wallen, Zakk Wylde)",3X0773BLlMv6RMq0wkZZAk
1379,PinkPantheress,Break it off - Bonus,78ul3D77noQsYjSwvwiPU1
1380,The Weeknd,Sacrifice,1nH2PkJL1XoUq8oE6tBZoU
1381,Future,Drankin N Smokin,0k7wmahjkn389wAZdz19Cv
1382,Lil Mabu,NO SNITCHING (with Dusty Locane),07NgzcfZh94EiueKm5KiT4
1383,Zach Bryan,God Speed,4GeyPGMzh6VwdNcaCufY9f
1384,Gorillaz,New Gold (feat. Tame Impala and Bootie Brown),64dLd6rVqDLtkXFYrEUHIU
1385,Lil Uzi Vert,Myron,56uXDJRCuoS7abX3SkzHKQ
1386,Lil Baby,Heyy,6qzBOV7lg2pnYm1tIvjxo3
1387,Adam Doleac,Don't It Sound Alright,58UvLeYJXtFkbkUP3lU6YK
1388,Juice WRLD,Flaws And Sins,0flSGzqHO12p9fU9kqaHGE
1389,The Kid LAROI,GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ
1390,Kyle Richh,Notti Bop,0IEpFiWXbmfpiiUHPlPkYC
1391,Dierks Bentley,Gold,4iy69rTUn8cAY8Q8q9vfOw
1392,Kordhell,Live Another Day,34lfu3S4fIcKZRNXzbdbo7
1393,Chance Peña,In My Room,3SM7uIYEz3v3BGy9RHp7oU
1394,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,1oFAF1hdPOickyHgbuRjyX
1395,Grupo Marca Registrada,Solo Me Dejaste,0OLLsFyVPrjI3iL03lDFXk
1396,Victoria Monét,We Might Even Be Falling In Love (Interlude),4rCuwgRRKaIiHlHDc8Bga6
1397,Feid,Feliz Cumpleaños Ferxxo,2CeKVsFFXG4QzA415QygGb
1398,Jelly Roll,Save Me,1rnYNAJPAb586NhetosdNW
1399,Quevedo,VISTA AL MAR,7iwJOi3hlMqZt6pj1sQOBj
1400,Penelope Scott,Rät,4blPH3Uy89WnOnYlIv7Ev4
1401,Myke Towers,ULALA (OOH LA LA),4EQOGfssbSpTlV6EZRtrSv
1402,Harry Styles,Fine Line,6VzcQuzTNTMFnJ6rBSaLH9
1403,Pop Smoke,Invincible,792HwhrdO3ErRKL5yRe4Ge
1404,Bad Bunny,Yo Perreo Sola,0SqqAgdovOE24BzxIClpjw
1405,tobi lou,2hrs,0dGe86ljF6Xi19IxYc7aBn
1406,BLACKPINK,Typa Girl,0L8LOav65XwLjCLS11gNPD
1407,La Maquinaria Norteña,Eres Ese Algo,6rOy9SIawgruuIWLP5divC
1408,Rod Wave,Sweet Little Lies,0qjoeS8gwEFqf0ju66ledI
1409,Måneskin,I WANNA BE YOUR SLAVE,4pt5fDVTg5GhEvEtlz9dKk
1410,Taylor Swift,You Belong With Me (Taylor’s Version),1qrpoAMXodY6895hGKoUpA
1411,21 Savage,3AM on Glenwood,1MTXYvJ9TSqg9x6WPCDx2n
1412,Gabby Barrett,Pick Me Up,7xNYZeFtrB05pi9tc6lEeb
1413,Doja Cat,Tia Tamera (feat. Rico Nasty),1uNePI826aqh9uC9pgbeHU
1414,Trippie Redd,Miss The Rage (feat. Playboi Carti),5gZYpjakt37G3c58FKcQwJ
1415,Bad Bunny,Callaita,2TH65lNHgvLxCKXM3apjxI
1416,Night Lovell,JOAN OF ARC,1nQwi9UGdNeN1FyzGE7jDt
1417,A Boogie Wit da Hoodie,Last Time (feat. G Herbo),4bgfOF85wLRLtVtDeuwlNH
1418,Keith Urban,Brown Eyes Baby,5JLf54f83nJrxD4IhFaLl7
1419,DJ Khaled,STAYING ALIVE (feat. Drake & Lil Baby),7Ddk8FhoYKdsVoX9AOCPMm
1420,Joji,1AM FREESTYLE,0FqBNLXlTNimxmVRdDMj6b
1421,Sarah Connor,Ring Out The Bells,03qftRowv8aPZnNZbILxUR
1422,Zach Bryan,Something in the Orange - Z&E's Version,7lNmcW2wW6ciV9Rhh8YOMe
1423,Lil Baby,Right On,6ws54n2IzyrIxxyzlG2bVJ
1424,Taylor Swift,the 1,0Jlcvv8IykzHaSmj49uNW8
1425,Tate McRae,that way,7l97ElWmIdVHWUaOeeU5ZC
1426,Lana Del Rey,Cinnamon Girl,2mdEsXPu8ZmkHRRtAdC09e
1427,charlieonnafriday,After Hours,6tYzs9xlEeYznMJpJ0sUkI
1428,Rebzyyx,all I want is you,7lOvJBqH38ZY59eLU7bioq
1429,Poor Mans Poison,Hell's Comin' with Me,0cPvRrV9PBBHVfHoGBlFdO
1430,Nardo Wick,G Nikes (feat. Polo G),7asQMsxC6dNgY0inCzJC5O
1431,NLE Choppa,Walk Em Down (feat. Roddy Ricch),1Z0cZI0UzNbP9L8MzzGxqf
1432,Los Farmerz,Hublot,5qKsIal7JJZ2bqXHPKdyVb
1433,James Hype,Ferrari,4zN21mbAuaD0WqtmaTZZeP
1434,Stephanie Beatriz,The Family Madrigal,4b1yxSdlumA8N4fEk4UOZp
1435,Victor Cibrian,En El Radio Un Cochinero,2NWaWZZLFMcr5P4uI2KvWy
1436,Junior H,Loco Enamorado,0V6NB0qBW7Vvm7RuSoHszG
1437,El Fantasma,Fuera De Servicio,6wTqVQ6RRkqAyT5XDGcRq4
1438,Billie Eilish,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d
1439,Grupo Los de la O,Mentiras,3jRZg6U0m9Ir115Wt66ebU
1440,Zach Bryan,Let You Down,1HMFdKHDiHY0qmqdVH710d
1441,Juice WRLD,Bandit (with YoungBoy Never Broke Again),1oWM79mUVdZGCGYjSirHZR
1442,Lewis Capaldi,Forget Me,5uSFGgIfHMT3osrAd9n9ym
1443,SoFaygo,Hell Yeah,3QHGfxhjexLaMKGHXagfRs
1444,Becky G,MAMIII,7FlQk2gJ6TBrHHiidvdR2O
1445,$uicideboy$,"My Swisher Sweet, But My Sig Sauer",1xIibyoUvyxwoNqx8quHSz
1446,Don Toliver,Cardigan,0Li1OuXXfi7950ilZUFGkF
1447,NLE Choppa,Camelot,44sYqNBttbXNxya33FJ3Dj
1448,Noah Kahan,Growing Sideways,1JcIXOir94YUYBt2cXTzn2
1449,Tai Verdes,AOK,1sx0XsWUusUoPstbvokZjP
1450,JID,Dance Now (feat. Kenny Mason),2WrldKXSBVbNNm3A9vJryi
1451,Moneybagg Yo,Blow,2g3qKijfeHfDyM7Fmaoi5M
1452,Lenin Ramírez,Se Acabo - En Vivo,0lyZyn18awzOJuVM7qzCmd
1453,Jackson Dean,Don't Come Lookin',1vscizuuPwkwC1cc5N5KQV
1454,Peso Pluma,Por las Noches,2VzCjpKvPB1l1tqLndtAQa
1455,ITZY,Cheshire,7ixVW7RobslvMrvlzHYLha
1456,Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",2MbdDtCv5LUVjYy9RuGTgC
1457,SYML,Where's My Love,1B62o4CbdL9ckGvwsz2cgn
1458,Ariana Grande,boyfriend (with Social House),0Ryd8975WihbObpp5cPW1t
1459,siouxxie sixxsta,masquerade,0RYHqnmtNRfbYxP6Dn8Vse
1460,Bryson Tiller,Sorrows,5TXQCMKN6TgemTL3c4wRTn
1461,Juice WRLD,Burn,1X8E4vVoOM3BpSQlEDSjjM
1462,SZA,Hit Different,7Bar1kLTmsRmH6FCKKMEyU
1463,Lil Peep,your favorite dress,186bb3vDk1yzNK5u3e7h7O
1464,Post Malone,Motley Crew,40uMIn2zJLAQhNXghRjBed
1465,TiaCorine,FreakyT,4CCrZzRdeWYrWJ0DoN4XCa
1466,Ivan Cornejo,Perro Abandonado,4ixwxIXEFw0Jf5nY0Leipd
1467,DJ Scheme,Blue Bills (feat. $NOT & Fenix Flexin),2ODUTBkiOWoYSUjKpGJxQE
1468,Mac Miller,Good News,1DWZUa5Mzf2BwzpHtgbHPY
1469,HARDY,ONE BEER (feat. Lauren Alaina & Devin Dawson),5Y05LYM8LhnQN78GqfjSeK
1470,SleazyWorld Go,Sleazy Flow,5mt882Eqx22RwFOTE01jS8
1471,Post Malone,Hollywood's Bleeding,7sWRlDoTDX8geTR8zzr2vt
1472,Lenin Ramírez,Solita (En Vivo),6ggHV1SCPqLLV5U2kyW9qD
1473,Lil Tjay,In My Head,1HvTxgCj0mTzQlEo0zLvFb
1474,Maren Morris,I Can't Love You Anymore,4tKtMWS8LZRvWhzuHKRIdr
1475,Foudeqush,Con La Brisa,2LSsSV7V33wM9EKQA2xjGS
1476,Joji,YUKON (INTERLUDE),5IPl8JpkbtSH1mdyq5ctSx
1477,Burna Boy,Alone,0AoBY2Y3qs6dtGgOD6c91N
1478,Mother Mother,Hayloft II,0kYMwaQWABTkFff8AZjmYI
1479,The Backseat Lovers,Pool House,74f0dpqHhTeTJzs4pmZ1yq
1480,Kelly Clarkson,Under The Mistletoe,2K4XbdyLxi9jhqVQeyUKRK
1481,Laufey,Love to Keep Me Warm,3bq7dXN7arTdaq8mmKXxob
